index,customer_id,demand_whole_mtons,demand_mush_mtons,xlon,ylat,distance_km,distance_m
92,92,270.2351451,0,-79.6843,34.2776,4066.7181,4066718.1
93,93,422.4458332,0,-117.4440645,34.04812768,176.4766,176476.6
94,94,84.5041896,0,-123.1119305,45.51967132,1566.0894,1566089.4
95,95,68.34633538,0,-80.9522,34.9818,3976.8831,3976883.1
96,96,165.2526374,0,-90.1536,38.6966,3036.1905,3036190.5
97,97,1537.271369,0,-73.7302,40.7893,4612.69,4612690
98,98,159.0899551,0,-117.943,34.0037,129.2024,129202.4
99,99,687.0136183,0,-117.847,33.6974,157.074,157074
100,100,41.32622281,0,-99.08167885,40.69932498,2296.3473,2296347.3
101,101,79.03387008,0,-84.6097,33.9967,3592.3136,3592313.6
102,102,458.2222671,0,-93.2177,44.6344,3144.3622,3144362.2
103,103,3864.698187,0,-99.5581,27.6493,2358.2406,2358240.6
104,104,78.57664934,0,-93.9354,44.1789,3037.6398,3037639.8
105,105,246.0762001,0,-117.287,33.9042,197.2553,197255.3
106,106,237.1016102,0,-90.1918,29.9521,3135.1629,3135162.9
107,107,164.3762977,0,-74.1738,40.7171,4569.8067,4569806.7
108,108,0.751148352,0,-122.945,45.2819,1527.5926,1527592.6
109,109,417.0332105,0,-115.14,36.2054,525.6989,525698.9
110,110,326.2269951,0,-97.2476,34.6966,2319.0657,2319065.7
111,111,3854.669449,0,-83.6697,34.155,3680.9696,3680969.6
112,112,273.4653551,0,-75.14561079,39.97925603,4451.7378,4451737.8
113,113,631.2389481,0,-77.497,37.6234,4295.9482,4295948.2
114,114,148.5967392,0,-81.6949,38.8002,3893.884,3893884
115,115,2804.771436,0,-117.284,33.8997,197.8286,197828.6
116,116,94.61203373,0,-90.3221,30.5169,3106.3952,3106395.2
117,117,425.8924973,0,-90.6388,41.4423,3072.4679,3072467.9
118,118,1429.908864,0,-74.3174,40.8185,4550.0249,4550024.9
119,119,1851.831796,0,-93.1575,44.8544,3149.3748,3149374.8
120,120,38.25957802,0,-80.5315,35.6325,3993.6679,3993667.9
121,121,403.2197012,0,-96.3334,32.7329,2462.0822,2462082.2
122,122,360.0433674,0,-83.1836,41.1322,3763.1169,3763116.9
123,123,70.05274848,0,-76.0542,38.6617,4432.6372,4432637.2
124,124,10.2738588,0,-110.94,32.2162,881.967,881967
125,125,46.24542805,0,-118.1851778,33.98667572,109.6966,109696.6
126,126,452.9601463,0,-87.7482,41.4621,3335.9331,3335933.1
127,127,3883.75268,0,-83.8734,34.2393,3667.0349,3667034.9
128,128,1853.524329,0,-115.177,36.1284,515.1373,515137.3
129,129,487.473508,0,-95.7417,34.9478,2437.5739,2437573.9
130,130,477.3708349,0,-98.4035,29.4782,2285.771,2285771
131,131,161.6601888,0,-86.6524,33.5846,3371.1306,3371130.6
132,132,100.6344654,0,-97.18,33.2232,2329.7436,2329743.6
133,133,440.5586689,0,-104.9001098,39.79050355,1736.4646,1736464.6
134,134,2335.577232,0,-97.6404,26.173,2684.9792,2684979.2
135,135,3675.423317,0,-87.9954,41.9709,3320.8673,3320867.3
136,136,1779.742601,0,-86.2881,36.1728,3365.1809,3365180.9
137,137,34.13914829,0,-88.11731363,43.17889133,3409.6375,3409637.5
138,138,23.29648512,0,-111.9737736,41.22324629,1252.4523,1252452.3
139,139,991.7580428,0,-112.158,33.4369,689.7463,689746.3
140,140,257.5371999,0,-118.111,33.9826,114.8348,114834.8
141,141,174.9054381,0,-98.4035,29.4782,2285.771,2285771
142,142,2566.95188,0,-122.161,37.7197,558.1286,558128.6
143,143,493.3807274,0,-117.914,33.7087,155.5703,155570.3
144,144,50.34589973,0,-119.811,34.4301,74.0403,74040.3
145,145,263.6323878,0,-118.223595,34.00622741,104.4417,104441.7
146,146,36.80626925,0,-84.2725,31.6625,3702.5159,3702515.9
147,147,111.1892791,0,-122.415,37.688,574.5576,574557.6
148,148,79.03387008,0,-93.5933,41.647,2807.4567,2807456.7
149,149,8.469469824,0,-82.8498817,31.50880942,3916.3372,3916337.2
150,150,1.241027712,0,-123.3546255,44.06866737,1383.9839,1383983.9
151,151,3760.21581,0,-97.3175,32.8189,2368.4591,2368459.1
152,152,155.7569611,0,-94.3378,38.6312,2645.4498,2645449.8
153,153,48.00817728,0,-78.40269147,36.32726067,4219.817,4219817
154,154,733.9957705,0,-81.3647,35.741,3908.0629,3908062.9
155,155,656.0355527,0,-90.2398,32.3377,3052.7887,3052788.7
156,156,49.72275504,0,-74.36763603,43.00686007,4566.978,4566978
157,157,123.0631383,0,-81.2912,33.9377,3903.4861,3903486.1
158,158,30.75952501,0,-76.2056,43.1122,4393.0271,4393027.1
159,159,2280.949061,0,-118.1939116,33.77033083,129.5348,129534.8
160,160,4856.92978,0,-118.239,34.0327,100.0166,100016.6
161,161,85.59172178,0,-122.639,45.4547,1558.2876,1558287.6
162,162,375.3470171,0,-93.356,44.9377,3147.5002,3147500.2
163,163,265.6779062,0,-122.3263324,49.13280956,2032.9722,2032972.2
164,164,598.3762077,0,-120.986,37.5978,509.7682,509768.2
165,165,201.3077583,0,-88.1225,38.7137,3216.6123,3216612.3
166,166,2860.18042,0,-117.641,34.0558,155.479,155479
167,167,2403.356849,0,-81.4205,28.455,4141.4476,4141447.6
168,168,92.46019328,0,-77.3567,39.8444,4269.0996,4269099.6
169,169,92.90580206,0,-122.484,45.5407,1575.9853,1575985.3
170,170,28478.5071,0,-120.458,34.9532,165.3033,165303.3
171,171,89.15804352,0,-120.458,34.9532,165.3033,165303.3
172,172,424.2436904,0,-86.5294,36.003,3352.6516,3352651.6
173,173,79.03387008,0,-74.4984,40.487,4527.775,4527775
174,174,132.977208,0,-82.417,32.2286,3862.5798,3862579.8
175,175,938.255052,0,-75.0614,39.4891,4503.4091,4503409.1
176,176,1804.708668,0,-84.6258,38.9221,3573.607,3573607
177,177,127.6952198,0,-83.1157,39.5734,3703.6529,3703652.9
178,178,16381.62486,0,-121.7570667,36.91008858,444.8974,444897.4
179,179,65.53116199,0,-77.82055125,39.60051475,4212.7432,4212743.2
180,180,222.7318157,0,-97.7596,30.2255,2312.5714,2312571.4
181,181,0.4082328,0,-87.9849,42.1557,3339.2454,3339245.4
182,182,35.3594922,0,-113.811,42.519,1493.0087,1493008.7
183,183,58.900917,0,-89.329,36.0704,3092.3079,3092307.9
184,184,5106.454549,0,-119.771,36.7251,362.7594,362759.4
185,185,250.6320782,0,-78.19444506,38.91802828,4279.4088,4279408.8
186,186,34429.9737,0,-87.31,41.4985,3368.0873,3368087.3
187,187,4928.656646,0,-90.7031,29.662,3094.3878,3094387.8
188,188,944.2558927,0,-95.2758,29.7808,2596.1927,2596192.7
189,189,1071.324974,0,-118.195,34.0163,104.4121,104412.1
190,190,2519.609213,0,-85.7733,38.2194,3445.6377,3445637.7
191,191,364.1322271,0,-104.997,40.4529,1799.6463,1799646.3
192,192,122.2981101,0,-101.831,33.5392,1876.35,1876350
193,193,332.2688406,0,-83.677,33.8093,3665.2666,3665266.6
194,194,2137.710513,0,-88.3585,41.7229,3278.3724,3278372.4
195,195,0.594386957,0,-90.7056,39.9954,3122.7219,3122721.9
196,196,1367.539873,0,-90.7577,39.9772,3117.9717,3117971.7
197,197,48.00817728,0,-76.19549945,40.68577045,4394.3977,4394397.7
198,198,1419.780608,0,-91.4144,39.9307,3052.1003,3052100.3
199,199,67.43570408,0,-117.257,47.6807,1960.9921,1960992.1
200,200,3659.16531,0,-93.3325,37.1603,2679.9405,2679940.5
201,201,3112.202485,0,-93.3708,37.2179,2674.3638,2674363.8
202,202,95.31419414,0,-89.7893,41.7795,3146.1276,3146127.6
203,203,394.7121297,0,-81.4576,41.1971,3886.4088,3886408.8
204,204,88.1782848,0,-122.8490129,49.19156565,2038.7578,2038757.8
205,205,2732.408271,0,-75.3774,39.7533,4469.6419,4469641.9
206,206,627.6726264,0,-76.2723,43.1048,4388.6785,4388678.5
207,207,80.47084954,0,-122.795,45.8967,1609.7878,1609787.8
208,208,9764.463191,0,-71.8079,42.2525,4844.5303,4844530.3
209,209,6392.892264,0,-117.937,34.1019,126.0636,126063.6
210,210,73.028312,0,-120.047,36.9218,394.2732,394273.2
211,211,203.5267304,0,-123.0350967,44.94289212,1485.0597,1485059.7
212,212,17.4179328,0,-122.48,45.5371,1575.8173,1575817.3
213,213,0.010886208,0,-119.1797655,34.23303062,5.2493,5249.3
214,214,704.9010189,0,-90.6968,38.8068,3039.8147,3039814.7
215,215,897.8454479,0,-90.853,38.8114,3026.3578,3026357.8
216,216,0.181817817,0,-119.01,34.2034,15.7784,15778.4
217,217,27.25634328,0,-96.4425,32.0683,2483.3692,2483369.2
218,218,0.487702118,0,-117.888,33.9239,138.8566,138856.6
219,219,595.3674413,0,-77.36082005,39.84495711,4269.0167,4269016.7
220,220,0.38101728,0,-118.0853456,33.94723092,117.6453,117645.3
221,221,1005.888341,0,-77.6090186,43.15632208,4283.0542,4283054.2
222,222,0.002540115,0,-73.6419,40.6423,4628.6824,4628682.4
223,223,0,8580.853876,-119.924,46.2697,1681.8458,1681845.8
224,224,0,12504.84452,-119.296,46.3112,1742.4431,1742443.1
225,225,0,9879.049262,-119.899129,46.26642649,1687.0606,1687060.6
226,226,0,15187.13578,-88.44722289,43.77291547,3371.6798,3371679.8
227,227,0,65.8615584,-88.826,43.8582,3379.5974,3379597.4
228,228,0,296724.4605,-83.12754261,39.95723189,3687.8775,3687877.5
229,229,0,19225.00695,-89.9059,35.0416,2995.8916,2995891.6
