index,parcel_id,ProcessPlant_id,distance_km,distance_m
1,1,1,12.4808,12480.8
1,2,1,7.5726,7572.6
1,3,1,9.4819,9481.9
1,4,1,11.2183,11218.3
1,5,1,450.8456,450845.6
1,6,1,450.1385,450138.5
1,7,1,453.5654,453565.4
1,8,1,454.061,454061
1,9,1,443.9666,443966.6
1,10,1,447.5812,447581.2
1,11,1,450.4993,450499.3
